App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
Jabong Online Shopping App,SHOPPING,4.1,0.06870639713565815,-0.46630483067160067,0.06226323875003086,Free,-0.06825988002925136,Everyone,Shopping,"July 20, 2018",4.9.3,4.0.3 and up
Family Dollar,SHOPPING,4.3,-0.14369561808866183,-0.023678610647180326,-0.1324756052204862,Free,-0.06825988002925136,Everyone,Shopping,"July 23, 2018",2.4.0,4.1 and up
Jumia online shopping,SHOPPING,4.3,-0.05047278582859408,-0.5946664344786825,0.06226323875003086,Free,-0.06825988002925136,Teen,Shopping,"July 10, 2018",4.7.1,4.4 and up
Blibli.com Online Shopping,SHOPPING,4.2,-0.04527254674589656,-0.42204220866915865,0.06226323875003086,Free,-0.06825988002925136,Everyone,Shopping,"July 26, 2018",4.9.5,4.2 and up
"Club Factory Everything, Unbeaten Price",SHOPPING,4.2,-0.003015435409432854,-0.6300765320806362,0.06226323875003086,Free,-0.06825988002925136,Everyone,Shopping,"August 6, 2018",4.4.5,4.3 and up
ZALORA Fashion Shopping,SHOPPING,4.2,-0.06220404530253028,-0.28925434266183253,0.06226323875003086,Free,-0.06825988002925136,Everyone,Shopping,"July 25, 2018",6.2.0,4.1 and up
Magazine Luiza Online Shopping,SHOPPING,4.3,-0.08164917717542813,0.020584011355261705,0.06226323875003086,Free,-0.06825988002925136,Everyone,Shopping,"August 2, 2018",3.11.1,4.1 and up
ROMWE - Women's Fashion,SHOPPING,4.6,-0.06655398210493456,-0.46630483067160067,0.06226323875003086,Free,-0.06825988002925136,Everyone,Shopping,"July 30, 2018",4.0.2,4.2 and up
Buscapé - Offers and discounts,SHOPPING,4.4,-0.08195901334879527,-0.5858139100781942,0.06226323875003086,Free,-0.06825988002925136,Everyone,Shopping,"July 24, 2018",4.7.5,4.1 and up
11st,SHOPPING,3.8,-0.11682140684081832,-0.06794123264962236,0.06226323875003086,Free,-0.06825988002925136,Everyone,Shopping,"July 31, 2018",7.8.1,4.0 and up
Coupang,SHOPPING,4.6,0.0343122522966185,0.7287859633943342,0.06226323875003086,Free,-0.06825988002925136,Everyone,Shopping,"August 2, 2018",5.3.0,4.0.3 and up
Wemep - Special price representative (special / shopping / shopping app / coupon / shipping),SHOPPING,4.5,-0.04124642368859025,-0.5504038124762405,0.06226323875003086,Free,-0.06825988002925136,Everyone,Shopping,"August 2, 2018",4.33.0,4.0.3 and up
Target - now with Cartwheel,SHOPPING,4.1,-0.10536329241445579,0.10910925536014578,0.06226323875003086,Free,-0.06825988002925136,Everyone,Shopping,"July 25, 2018",6.25.0+1906001476,5.0 and up
Chilindo,SHOPPING,3.8,-0.13450769427091783,0.3304223653723559,-0.1324756052204862,Free,-0.06825988002925136,Everyone,Shopping,"August 4, 2018",29.14,4.2 and up
"Jingdong - pick good things, go to Jingdong",SHOPPING,3.3,-0.13985120346385654,3.384543283540856,-0.1324756052204862,Free,-0.06825988002925136,Teen,Shopping,"August 1, 2018",7.0.14,4.0 and up
CheckPoints 🏆 Rewards App,SHOPPING,4.1,-0.13169878475183952,0.1533718773625878,-0.1324756052204862,Free,-0.06825988002925136,Everyone,Shopping,"June 21, 2018",4.89,4.3 and up
SnipSnap Coupon App,SHOPPING,4.2,-0.13939343798967127,-0.15646647665450641,-0.1324756052204862,Free,-0.06825988002925136,Everyone,Shopping,"January 22, 2018",1.4,4.3 and up
Coupon Sherpa,SHOPPING,4.4,-0.1406642322195342,-0.6831916784835667,-0.14329442988551494,Free,-0.06825988002925136,Everyone,Shopping,"February 6, 2018",3.0.3,4.0.3 and up
Gyft - Mobile Gift Card Wallet,SHOPPING,4.1,-0.13955301526693178,-0.33351696466427455,-0.14329442988551494,Free,-0.06825988002925136,Everyone,Shopping,"July 25, 2018",2.4.0,4.4 and up
SavingStar - Grocery Coupons,SHOPPING,4.2,-0.12684623776594683,-0.023678610647180326,-0.1324756052204862,Free,-0.06825988002925136,Everyone,Shopping,"June 12, 2018",4.9.1,4.0 and up
"Shopkick: Free Gift Cards, Shop Rewards & Deals",SHOPPING,4.3,-0.02072385399477287,0.9500990734065444,0.06226323875003086,Free,-0.06825988002925136,Everyone,Shopping,"July 24, 2018",5.3.73,4.4 and up
Wish - Shopping Made Fun,SHOPPING,4.5,3.472098931492763,-0.28925434266183253,2.0096516784552017,Free,-0.06825988002925136,Everyone,Shopping,"August 3, 2018",4.20.5,4.1 and up
Key Ring: Cards Coupon & Sales,SHOPPING,4.1,-0.1202348463372558,0.06484663335770374,-0.1324756052204862,Free,-0.06825988002925136,Everyone,Shopping,"July 27, 2018",8.9.1,4.1 and up
"Ibotta: Cash Back Savings, Rewards & Coupons App",SHOPPING,4.5,0.038781580857557105,1.3484626714285226,0.06226323875003086,Free,-0.06825988002925136,Everyone,Shopping,"August 1, 2018",5.21.1,4.1 and up
"Kohl's: Scan, Shop, Pay & Save",SHOPPING,4.5,-0.09904135320035772,1.5697757814407327,-0.0459250079002564,Free,-0.06825988002925136,Everyone,Shopping,"August 3, 2018",7.36,4.4 and up
Stocard - Rewards Cards Wallet,SHOPPING,4.6,0.020620638387430893,-0.06794123264962236,0.06226323875003086,Free,-0.06825988002925136,Everyone,Shopping,"July 31, 2018",7.2.1,4.1 and up
Nike,SHOPPING,4.7,-0.1061407948419842,0.8173112073992183,-0.1324756052204862,Free,-0.06825988002925136,Everyone,Shopping,"August 1, 2018",2.24.0,4.4 and up
Poshmark - Buy & Sell Fashion,SHOPPING,4.3,-0.11832341340306235,-0.20072909865694846,0.06226323875003086,Free,-0.06825988002925136,Everyone,Shopping,"August 4, 2018",2.124.01,4.4 and up
Mercari: The Selling App,SHOPPING,4.4,-0.08586632704638936,-0.37777958666671657,0.06226323875003086,Free,-0.06825988002925136,Everyone,Shopping,"August 3, 2018",6.9.2,5.0 and up
Blidz - Hunt Free Deals On Trending Items!,SHOPPING,4.4,-0.14423666659441006,0.5074728533821241,-0.1530313720840408,Free,-0.06825988002925136,Everyone,Shopping,"June 29, 2018",2.4.0,4.4 and up
SnipSnap Coupon App,SHOPPING,4.2,-0.13939343798967127,-0.15646647665450641,-0.1324756052204862,Free,-0.06825988002925136,Everyone,Shopping,"January 22, 2018",1.4,4.3 and up
LivingSocial - Local Deals,SHOPPING,4.1,-0.12859110463701434,0.3304223653723559,-0.0459250079002564,Free,-0.06825988002925136,Everyone,Shopping,"August 3, 2018",18.10.157066,4.4 and up
"Ebates: Cash Back, Coupons, Rewards & Savings",SHOPPING,4.5,-0.12350676291991844,0.41894760937724,-0.1324756052204862,Free,-0.06825988002925136,Everyone,Shopping,"August 3, 2018",4.31.2,4.4 and up
Stocard - Rewards Cards Wallet,SHOPPING,4.6,0.02061830879214242,-0.06794123264962236,0.06226323875003086,Free,-0.06825988002925136,Everyone,Shopping,"July 31, 2018",7.2.1,4.1 and up
Ratings by Consumer Reports,SHOPPING,4.3,-0.1432110622686591,-0.37777958666671657,-0.15194948961753793,Free,-0.06825988002925136,Everyone,Shopping,"February 27, 2018",2.3.2,4.1 and up
HauteLook,SHOPPING,4.1,-0.1410136715128054,-0.6300765320806362,-0.14329442988551494,Free,-0.06825988002925136,Everyone,Shopping,"July 13, 2018",5.0.2,4.4 and up
Nordstrom,SHOPPING,4.6,-0.1438761617235186,-0.42204220866915865,-0.14329442988551494,Free,-0.06825988002925136,Everyone,Shopping,"July 15, 2018",3.28.1.3.1359,4.4 and up
Modcloth – Unique Indie Women's Fashion & Style,SHOPPING,4.2,-0.14222040187223525,-0.5636825990769732,-0.14329442988551494,Free,-0.06825988002925136,Everyone,Shopping,"July 13, 2018",9.0.30,4.1 and up
Fancy,SHOPPING,4.2,-0.12206124904341992,-0.15646647665450641,-0.0459250079002564,Free,-0.06825988002925136,Teen,Shopping,"July 25, 2018",3.13.09,4.0 and up
Gyft - Mobile Gift Card Wallet,SHOPPING,4.1,-0.13955301526693178,-0.33351696466427455,-0.14329442988551494,Free,-0.06825988002925136,Everyone,Shopping,"July 25, 2018",2.4.0,4.4 and up
"Twice: Buy, Sell Clothing",SHOPPING,4.2,-0.14429548887544405,-0.023678610647180326,-0.15194948961753793,Free,-0.06825988002925136,Everyone,Shopping,"July 29, 2015",1.2.12,2.3 and up
"Shopkick: Free Gift Cards, Shop Rewards & Deals",SHOPPING,4.3,-0.02072385399477287,0.9500990734065444,0.06226323875003086,Free,-0.06825988002925136,Everyone,Shopping,"July 24, 2018",5.3.73,4.4 and up
Slice: Package Tracker,SHOPPING,4.2,-0.1353218878242397,0.5517354753845661,-0.1324756052204862,Free,-0.06825988002925136,Everyone,Shopping,"July 12, 2018",6.10.0,4.0.3 and up
Wish - Shopping Made Fun,SHOPPING,4.5,3.472098931492763,-0.28925434266183253,2.0096516784552017,Free,-0.06825988002925136,Everyone,Shopping,"August 3, 2018",4.20.5,4.1 and up
LightInTheBox Online Shopping,SHOPPING,4.0,-0.12075026929483082,0.19763449936502983,-0.0459250079002564,Free,-0.06825988002925136,Teen,Shopping,"August 6, 2018",3.69.0,4.1 and up
Best Buy,SHOPPING,4.4,-0.03680912706286817,0.5517354753845661,-0.0459250079002564,Free,-0.06825988002925136,Everyone,Shopping,"August 3, 2018",11.6.0,4.4 and up
JackThreads: Men's Shopping,SHOPPING,4.0,-0.13758217765288225,-0.8336845932918695,-0.1324756052204862,Free,-0.06825988002925136,Teen,Shopping,"November 8, 2017",5.1,4.0.3 and up
"Ibotta: Cash Back Savings, Rewards & Coupons App",SHOPPING,4.5,0.038781580857557105,1.3484626714285226,0.06226323875003086,Free,-0.06825988002925136,Everyone,Shopping,"August 1, 2018",5.21.1,4.1 and up
LivingSocial - Local Deals,SHOPPING,4.1,-0.12859110463701434,0.3304223653723559,-0.0459250079002564,Free,-0.06825988002925136,Everyone,Shopping,"August 3, 2018",18.10.157066,4.4 and up
Zappos – Shoe shopping made simple,SHOPPING,4.5,-0.11923486755967806,-0.06794123264962236,-0.0459250079002564,Free,-0.06825988002925136,Everyone,Shopping,"July 12, 2018",9.0.0,4.4 and up
Urban Outfitters,SHOPPING,4.2,-0.14278125193793553,0.06484663335770374,-0.14329442988551494,Free,-0.06825988002925136,Teen,Shopping,"July 2, 2018",2.8,4.0.3 and up
Amazon Shopping,SHOPPING,4.3,0.38431647242527034,0.9058364514041024,2.0096516784552017,Free,-0.06825988002925136,Teen,Shopping,"July 31, 2018",16.14.0.100,4.4 and up
Shopfully - Weekly Ads & Deals,SHOPPING,4.4,0.017535671826668344,-0.24499172065939048,0.06226323875003086,Free,-0.06825988002925136,Everyone,Shopping,"August 3, 2018",6.4.2,4.4 and up
Slickdeals: Coupons & Shopping,SHOPPING,4.5,-0.12564416659709393,-0.42204220866915865,-0.1324756052204862,Free,-0.06825988002925136,Everyone,Shopping,"July 30, 2018",3.9,4.4 and up
Wanelo Shopping,SHOPPING,4.6,-0.09033798520261645,-0.6654866296825898,-0.1324756052204862,Free,-0.06825988002925136,Everyone,Shopping,"June 13, 2018",5.6.8,4.4 and up
Etsy: Handmade & Vintage Goods,SHOPPING,4.3,-0.08957213075153041,-0.28925434266183253,0.06226323875003086,Free,-0.06825988002925136,Teen,Shopping,"August 3, 2018",5.3.1,4.1 and up
Poshmark - Buy & Sell Fashion,SHOPPING,4.3,-0.11832341340306235,-0.20072909865694846,0.06226323875003086,Free,-0.06825988002925136,Everyone,Shopping,"August 4, 2018",2.124.01,4.4 and up
Target - now with Cartwheel,SHOPPING,4.1,-0.10536329241445579,0.10910925536014578,0.06226323875003086,Free,-0.06825988002925136,Everyone,Shopping,"July 25, 2018",6.25.0+1906001476,5.0 and up
ASOS,SHOPPING,4.7,-0.039323925176776554,0.020584011355261705,0.06226323875003086,Free,-0.06825988002925136,Everyone,Shopping,"July 30, 2018",4.4.9,4.4 and up
ZALORA Fashion Shopping,SHOPPING,4.2,-0.06220404530253028,-0.28925434266183253,0.06226323875003086,Free,-0.06825988002925136,Everyone,Shopping,"July 25, 2018",6.2.0,4.1 and up
Fancy,SHOPPING,4.2,-0.12206124904341992,-0.15646647665450641,-0.0459250079002564,Free,-0.06825988002925136,Teen,Shopping,"July 25, 2018",3.13.09,4.0 and up
Modcloth – Unique Indie Women's Fashion & Style,SHOPPING,4.2,-0.14222040187223525,-0.5636825990769732,-0.14329442988551494,Free,-0.06825988002925136,Everyone,Shopping,"July 13, 2018",9.0.30,4.1 and up
Gyft - Mobile Gift Card Wallet,SHOPPING,4.1,-0.13955301526693178,-0.33351696466427455,-0.14329442988551494,Free,-0.06825988002925136,Everyone,Shopping,"July 25, 2018",2.4.0,4.4 and up
JackThreads: Men's Shopping,SHOPPING,4.0,-0.13758217765288225,-0.8336845932918695,-0.1324756052204862,Free,-0.06825988002925136,Teen,Shopping,"November 8, 2017",5.1,4.0.3 and up
LivingSocial - Local Deals,SHOPPING,4.1,-0.12859110463701434,0.3304223653723559,-0.0459250079002564,Free,-0.06825988002925136,Everyone,Shopping,"August 3, 2018",18.10.157066,4.4 and up
Zappos – Shoe shopping made simple,SHOPPING,4.5,-0.11923486755967806,-0.06794123264962236,-0.0459250079002564,Free,-0.06825988002925136,Everyone,Shopping,"July 12, 2018",9.0.0,4.4 and up
Wanelo Shopping,SHOPPING,4.6,-0.09033798520261645,-0.6654866296825898,-0.1324756052204862,Free,-0.06825988002925136,Everyone,Shopping,"June 13, 2018",5.6.8,4.4 and up
Etsy: Handmade & Vintage Goods,SHOPPING,4.3,-0.08957213075153041,-0.28925434266183253,0.06226323875003086,Free,-0.06825988002925136,Teen,Shopping,"August 3, 2018",5.3.1,4.1 and up
Find&Save - Local Shopping,SHOPPING,4.0,-0.14252266686091486,-0.6787654162833224,-0.14329442988551494,Free,-0.06825988002925136,Everyone,Shopping,"December 22, 2017",3.0.0,4.1 and up
Receipt Hog - Receipts to Cash,SHOPPING,4.5,-0.1029230413497786,-0.1122038546520644,-0.1324756052204862,Free,-0.06825988002925136,Teen,Shopping,"August 3, 2018",4.2.2,4.1 and up
ShopSavvy Barcode & QR Scanner,SHOPPING,4.1,-0.08089147630785176,0.24189712136747188,0.06226323875003086,Free,-0.06825988002925136,Everyone,Shopping,"June 18, 2018",13.6.4,4.0.3 and up
"Savory - Deals,Freebies,Sales",SHOPPING,4.4,-0.1438196690377731,-0.9045047884957768,-0.15194948961753793,Free,-0.06825988002925136,Everyone,Shopping,"November 2, 2016",3.1,2.3.3 and up
JackThreads: Men's Shopping,SHOPPING,4.0,-0.13758217765288225,-0.8336845932918695,-0.1324756052204862,Free,-0.06825988002925136,Teen,Shopping,"November 8, 2017",5.1,4.0.3 and up
Newegg Mobile,SHOPPING,4.5,-0.12452945525155881,-0.24499172065939048,-0.1324756052204862,Free,-0.06825988002925136,Everyone,Shopping,"July 11, 2018",4.16.0,4.4 and up
REI – Shop Outdoor Gear,SHOPPING,4.4,-0.14294432360812875,-0.5636825990769732,-0.15194948961753793,Free,-0.06825988002925136,Everyone,Shopping,"May 8, 2018",5.6.8,4.1 and up
Slickdeals: Coupons & Shopping,SHOPPING,4.5,-0.12564416659709393,-0.42204220866915865,-0.1324756052204862,Free,-0.06825988002925136,Everyone,Shopping,"July 30, 2018",3.9,4.4 and up
Target - now with Cartwheel,SHOPPING,4.1,-0.10536329241445579,0.10910925536014578,0.06226323875003086,Free,-0.06825988002925136,Everyone,Shopping,"August 6, 2018",6.25.0+1906001476,5.0 and up
The Home Depot,SHOPPING,4.3,-0.1195359677507134,1.5255131594382907,-0.0459250079002564,Free,-0.06825988002925136,Everyone,Shopping,"July 19, 2018",5.10,4.4 and up
Wish - Shopping Made Fun,SHOPPING,4.5,3.4727057910654104,-0.28925434266183253,2.0096516784552017,Free,-0.06825988002925136,Everyone,Shopping,"August 3, 2018",4.20.5,4.1 and up
Fancy,SHOPPING,4.2,-0.12206124904341992,-0.15646647665450641,-0.0459250079002564,Free,-0.06825988002925136,Teen,Shopping,"July 25, 2018",3.13.09,4.0 and up
La La-Shop Designer Brands Street,SHOPPING,4.5,-0.14221923707459103,-0.33351696466427455,-0.14329442988551494,Free,-0.06825988002925136,Everyone,Shopping,"July 28, 2018",4.4.4,5.0 and up
ASOS,SHOPPING,4.7,-0.039309365206223586,0.020584011355261705,0.06226323875003086,Free,-0.06825988002925136,Everyone,Shopping,"July 30, 2018",4.4.9,4.4 and up
TouchNote: Cards & Gifts,PHOTOGRAPHY,4.1,-0.13400217209331883,0.2861597433699139,-0.1324756052204862,Free,-0.06825988002925136,Everyone,Photography,"August 6, 2018",7.4.2,4.4 and up
"Shutterfly: Free Prints, Photo Books, Cards, Gifts",PHOTOGRAPHY,4.6,-0.08771078411603916,1.6583010254456167,-0.0459250079002564,Free,-0.06825988002925136,Everyone,Photography,"August 1, 2018",5.13.1,5.0 and up
FreePrints – Free Photos Delivered,PHOTOGRAPHY,4.8,-0.08143019521831152,0.6845233413918922,-0.1324756052204862,Free,-0.06825988002925136,Everyone,Photography,"August 2, 2018",2.18.2,4.1 and up
Groovebook Photo Books & Gifts,PHOTOGRAPHY,4.0,-0.13287988956309618,0.6402607193894502,-0.14329442988551494,Free,-0.06825988002925136,Everyone,Photography,"January 31, 2018",2.1.9,4.0.3 and up
"Moony Lab - Print Photos, Books & Magnets ™",PHOTOGRAPHY,4.7,-0.1444340997951083,-0.5326987636752637,-0.1530313720840408,Free,-0.06825988002925136,Everyone,Photography,"June 27, 2018",2.1.9,4.1 and up
"LALALAB prints your photos, photobooks and magnets",PHOTOGRAPHY,4.7,-0.11583598803379355,2.6763413315017837,-0.1324756052204862,Free,-0.06825988002925136,Everyone,Photography,"August 2, 2018",584,4.1 and up
Snapfish,PHOTOGRAPHY,4.1,-0.12633430920130453,0.2861597433699139,-0.1324756052204862,Free,-0.06825988002925136,Everyone,Photography,"August 1, 2018",9.6.4,4.4 and up
HD Camera - Best Cam with filters & panorama,PHOTOGRAPHY,4.5,-0.12251668492231671,-0.5238462392747752,-0.0459250079002564,Free,-0.06825988002925136,Everyone,Photography,"July 26, 2018",2.2.4,4.2 and up
"Face Filter, Selfie Editor - Sweet Camera",PHOTOGRAPHY,4.7,-0.0621329926462318,0.020584011355261705,0.06226323875003086,Free,-0.06825988002925136,Everyone,Photography,"July 6, 2018",1.5.1,4.4 and up
LightX Photo Editor & Photo Effects,PHOTOGRAPHY,4.7,0.005900508158381731,-0.20072909865694846,0.06226323875003086,Free,-0.06825988002925136,Everyone,Photography,"May 24, 2018",1.0.4,4.1 and up
HD Camera - Quick Snap Photo & Video,PHOTOGRAPHY,4.5,-0.13248269356641124,-0.6123714832796594,-0.1324756052204862,Free,-0.06825988002925136,Everyone,Photography,"July 24, 2018",1.6.4,4.2 and up
Waterfall Photo Frames,PHOTOGRAPHY,4.5,-0.1391756208301989,-0.46630483067160067,-0.1324756052204862,Free,-0.06825988002925136,Everyone,Photography,"July 29, 2017",1.6.0,2.3 and up
Photo frame,PHOTOGRAPHY,4.5,-0.144702585652105,-0.023678610647180326,-0.15194948961753793,Free,-0.06825988002925136,Everyone,Photography,"July 18, 2018",1.5.1,4.0.3 and up
Huji Cam,PHOTOGRAPHY,4.4,-0.12173860009596618,-0.1122038546520644,-0.0459250079002564,Free,-0.06825988002925136,Everyone,Photography,"July 11, 2018",2.2,5.0 and up
HD Camera,PHOTOGRAPHY,4.3,-0.11626929275744984,-0.5681088612772174,-0.0459250079002564,Free,-0.06825988002925136,Everyone,Photography,"July 11, 2018",1.8.5,4.2 and up
Makeup Editor -Beauty Photo Editor & Selfie Camera,PHOTOGRAPHY,4.5,-0.1432355230191881,0.37468498737479794,-0.1324756052204862,Free,-0.06825988002925136,Mature 17+,Photography,"July 25, 2018",1.7,4.1 and up
Makeup Photo Editor: Makeup Camera & Makeup Editor,PHOTOGRAPHY,4.4,-0.13907311863750602,0.1533718773625878,-0.1324756052204862,Free,-0.06825988002925136,Everyone,Photography,"July 27, 2018",8.9.9,4.0 and up
Moto Photo Editor,PHOTOGRAPHY,3.3,-0.14316912955346656,-0.20072909865694846,-0.0459250079002564,Free,-0.06825988002925136,Everyone,Photography,"June 14, 2018",1.5.3.8,7.0 and up
Garden Photo Frames - Garden Photo Editor,PHOTOGRAPHY,4.4,-0.14411727483587575,-0.37777958666671657,-0.14329442988551494,Free,-0.06825988002925136,Everyone,Photography,"May 3, 2018",22.0,4.0.3 and up
Photo Frame,PHOTOGRAPHY,4.5,-0.10182813156419551,0.06484663335770374,0.06226323875003086,Free,-0.06825988002925136,Everyone,Photography,"June 19, 2018",1.6,4.0 and up
"Sweet Snap Lite - live filter, Selfie photo editor",PHOTOGRAPHY,4.5,-0.14338811151058317,0.020584011355261705,-0.14329442988551494,Free,-0.06825988002925136,Everyone,Photography,"August 3, 2018",2.15.180,4.0.3 and up
"Selfie Camera: Beauty Camera, Photo Editor,Collage",PHOTOGRAPHY,4.7,-0.12657483991483956,-0.5504038124762405,-0.1324756052204862,Free,-0.06825988002925136,Everyone,Photography,"August 6, 2018",1.7.14,4.2 and up
Night Photo Frame,PHOTOGRAPHY,4.5,-0.1426403114229828,-0.5858139100781942,-0.1324756052204862,Free,-0.06825988002925136,Everyone,Photography,"July 28, 2018",2.0.1,4.0.3 and up
Selfie Photo Editor,PHOTOGRAPHY,4.6,-0.13840219519442531,-0.1122038546520644,-0.1324756052204862,Free,-0.06825988002925136,Everyone,Photography,"July 5, 2018",1.0.3,4.4 and up
BeautyPlus - Easy Photo Editor & Selfie Camera,PHOTOGRAPHY,4.4,1.6940399867550668,1.3927252934309646,2.0096516784552017,Free,-0.06825988002925136,Everyone,Photography,"July 31, 2018",6.9.031,4.1 and up
My Photo Keyboard,PHOTOGRAPHY,4.3,-0.11252213873593837,-0.20072909865694846,0.06226323875003086,Free,-0.06825988002925136,Everyone,Photography,"July 9, 2018",2.6,2.3 and up
Kids Photo Frames,PHOTOGRAPHY,4.6,-0.13605920473304195,-0.5105674526740427,-0.1324756052204862,Free,-0.06825988002925136,Everyone,Photography,"July 7, 2018",2.3,4.0.3 and up
"Pretty Makeup, Beauty Photo Editor & Snappy Camera",PHOTOGRAPHY,4.5,-0.1298502508904349,0.3304223653723559,-0.0459250079002564,Free,-0.06825988002925136,Everyone,Photography,"July 25, 2018",5.3,4.1 and up
Photo Collage - Layout Editor,PHOTOGRAPHY,4.5,0.02123972833534303,1.0828869394138705,0.06226323875003086,Free,-0.06825988002925136,Everyone,Photography,"December 4, 2017",1.8.0.170824_9,5.0 - 8.0
DSLR Camera Hd Ultra Professional,PHOTOGRAPHY,4.2,-0.14263448743476162,-0.7540118736874739,-0.1324756052204862,Free,-0.06825988002925136,Everyone,Photography,"June 27, 2018",4.1,4.0.3 and up
Snap Cat Face Camera,PHOTOGRAPHY,4.0,-0.14179292113680017,-0.736306824886497,-0.1324756052204862,Free,-0.06825988002925136,Everyone,Photography,"July 12, 2018",1.6,2.3 and up
"Sweet Camera - Selfie Filters, Beauty Camera",PHOTOGRAPHY,4.7,-0.00948122713259423,0.10910925536014578,0.06226323875003086,Free,-0.06825988002925136,Everyone,Photography,"July 28, 2018",1.5.3,4.4 and up
Photo Frames,PHOTOGRAPHY,4.3,-0.12855907270179784,0.06484663335770374,0.06226323875003086,Free,-0.06825988002925136,Everyone,Photography,"July 28, 2018",6.21,4.0 and up
"Sweet Selfie - selfie camera, beauty cam, photo edit",PHOTOGRAPHY,4.6,0.5298311477269063,0.1533718773625878,2.0096516784552017,Free,-0.06825988002925136,Everyone,Photography,"August 3, 2018",2.73.672,4.0.3 and up
"Candy selfie - photo editor, live filter camera",PHOTOGRAPHY,4.4,-0.11409053876390392,0.19763449936502983,0.06226323875003086,Free,-0.06825988002925136,Everyone,Photography,"August 6, 2018",2.74.685,4.0.3 and up
Open Camera,PHOTOGRAPHY,4.3,-0.0771320919110758,-0.864668428693579,0.06226323875003086,Free,-0.06825988002925136,Everyone,Photography,"April 23, 2018",1.43.3,4.0.3 and up
Beauty Makeup – Photo Makeover,PHOTOGRAPHY,4.3,-0.1325473398356664,-0.1122038546520644,-0.1324756052204862,Free,-0.06825988002925136,Everyone,Photography,"May 23, 2018",1.6.0,4.0 and up
Blur Image Background Editor (Blur Photo Editor),PHOTOGRAPHY,4.4,-0.10884894936483597,-0.5282725014750195,-0.0459250079002564,Free,-0.06825988002925136,Everyone,Photography,"July 28, 2018",2.4,4.1 and up
Muzy - Share photos & collages,PHOTOGRAPHY,4.4,-0.10432487531461822,-0.37777958666671657,-0.0459250079002564,Free,-0.06825988002925136,Teen,Photography,"August 11, 2015",4.0.10,4.0 and up
QuickPic - Photo Gallery with Google Drive Support,PHOTOGRAPHY,4.6,0.34818153750691805,-0.7672906602882065,0.06226323875003086,Free,-0.06825988002925136,Everyone,Photography,"November 10, 2017",4.7.4,4.0 and up
Flickr,PHOTOGRAPHY,4.3,0.0015330993913138904,-0.24499172065939048,0.06226323875003086,Free,-0.06825988002925136,Mature 17+,Photography,"July 11, 2018",4.7.3,4.4 and up
"Shutterfly: Free Prints, Photo Books, Cards, Gifts",PHOTOGRAPHY,4.6,-0.08771078411603916,1.6583010254456167,-0.0459250079002564,Free,-0.06825988002925136,Everyone,Photography,"August 1, 2018",5.13.1,5.0 and up
Camera for Android,PHOTOGRAPHY,4.2,-0.005150509491319866,-0.5326987636752637,0.06226323875003086,Free,-0.06825988002925136,Everyone,Photography,"November 22, 2017",3.8,4.0 and up
BeautyPlus - Easy Photo Editor & Selfie Camera,PHOTOGRAPHY,4.4,1.6939753404858118,1.3927252934309646,2.0096516784552017,Free,-0.06825988002925136,Everyone,Photography,"July 31, 2018",6.9.031,4.1 and up
Photo Mixer,PHOTOGRAPHY,3.9,-0.11292224672673389,-0.6610603674823456,0.06226323875003086,Free,-0.06825988002925136,Everyone,Photography,"March 25, 2016",5.1,2.3.3 and up
Wondershare PowerCam,PHOTOGRAPHY,4.2,0.046499530048273605,0.24189712136747188,0.06226323875003086,Free,-0.06825988002925136,Everyone,Photography,"May 29, 2018",3.1.8.180529,2.3 and up
love,PHOTOGRAPHY,4.3,-0.12034783170874681,0.020584011355261705,-0.1324756052204862,Free,-0.06825988002925136,Everyone,Photography,"June 15, 2018",1.28,4.0.3 and up
InstaSize Photo Filters & Collage Editor,PHOTOGRAPHY,4.3,0.3275261808816576,1.2599374274236386,0.927769211952329,Free,-0.06825988002925136,Everyone,Photography,"August 2, 2018",4.0.26,4.4 and up
"KVAD Camera +: Selfie, Photo Filter, Grids",PHOTOGRAPHY,4.1,-0.1315514378498435,0.37468498737479794,-0.1324756052204862,Free,-0.06825988002925136,Everyone,Photography,"July 11, 2018",1.8.2,4.0 and up
Photo Editor,PHOTOGRAPHY,4.3,-0.12069610620437378,-0.20072909865694846,-0.1324756052204862,Free,-0.06825988002925136,Everyone,Photography,"September 24, 2015",Varies with device,4.0.3 and up
Camera51 - a smarter camera,PHOTOGRAPHY,4.0,-0.12790154443162585,-0.15646647665450641,-0.1324756052204862,Free,-0.06825988002925136,Everyone,Photography,"February 10, 2015",1.1.6,4.0 and up
InstaCam - Camera for Selfie,PHOTOGRAPHY,4.0,-0.13640980882395737,-0.5105674526740427,-0.1324756052204862,Free,-0.06825988002925136,Everyone,Photography,"March 3, 2017",1.43,2.3 and up
"Phogy, 3D Camera",PHOTOGRAPHY,4.0,-0.12439725071893787,-0.5149937148742869,-0.1324756052204862,Free,-0.06825988002925136,Everyone,Photography,"February 11, 2015",1.40,4.0 and up
Sweet Camera,PHOTOGRAPHY,4.4,-0.10332955572761741,0.06484663335770374,-0.0459250079002564,Free,-0.06825988002925136,Everyone,Photography,"October 10, 2017",6.1.7.100920,4.0.3 and up
